gene,gene_ID,pathway,dose,type_of_radiation,tissue_cell_line,time_after_irradiation
LRPPRC,10128,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MANF,7873,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MPDZ,8777,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTHFS,10588,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NR2E3,10002,Unknown,Unknown,ionizing radiation,Unknown,Unknown
P2RY6,5031,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PASK,23178,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PEA15,8682,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLS3,5358,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLR1C,9533,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLR1D,51082,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLRMT,5442,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PORCN,64840,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRKAR2A,5576,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMA2,5683,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMB2,5690,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTPN3,5774,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTRH2,51651,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAB1A,5861,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RANBP1,5902,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RANGAP1,5905,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RCOR1,23186,Unknown,Unknown,ionizing radiation,Unknown,Unknown
REG1A,5967,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RING1,6015,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNMT,8731,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL13A,23521,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL3,6122,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL7A,6130,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPLP0,6175,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS26,6231,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SEC23A,10484,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC25A11,8402,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC39A7,7922,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC7A2,6542,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRP54,6729,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRSF2,6427,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TARS1,6897,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBC1D4,9882,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TECR,9524,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TPP2,7174,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRADD,8717,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRPM2,7226,Unknown,Unknown,ionizing radiation,Unknown,Unknown
VPS35,55737,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AHCYL1,10768,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ALPG,251,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASH2L,9070,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BCAP31,10134,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BRD7,29117,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COLGALT1,79709,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DCTN2,10540,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DNAJC5,80331,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ELP3,55140,Unknown,Unknown,ionizing radiation,Unknown,Unknown
G3BP1,10146,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GSTM2,2946,Unknown,Unknown,ionizing radiation,Unknown,Unknown
H1-4,3008,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IFT88,8100,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IPO8,10526,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IRS4,8471,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KRIT1,889,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MCM3AP,8888,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MICB,4277,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTMR3,8897,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NEU2,4759,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NXN,64359,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OPLAH,26873,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PER1,5187,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PIP5K1A,8394,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLR2C,5432,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRG4,10216,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMC2,5701,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMD8,5714,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PTGES2,80142,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAB10,10890,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBL1,5933,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBMX,27316,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL31,6160,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS12,6206,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS5,6193,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SAE1,10055,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SEC13,6396,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC25A21,89874,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMARCA1,6594,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMPD2,6610,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRSF9,8683,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBR1,10716,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TNPO1,3842,Unknown,Unknown,ionizing radiation,Unknown,Unknown
USP13,8975,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AATF,26574,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABCF1,23,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AGFG1,3267,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BAG2,9532,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BAG5,9529,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BICD2,23299,Unknown,Unknown,ionizing radiation,Unknown,Unknown
BPNT2,54928,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CAPZA2,830,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CAVIN1,284119,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCN1,3491,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDH4,1002,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CDSN,1041,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CLIC4,25932,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COPE,11316,Unknown,Unknown,ionizing radiation,Unknown,Unknown
COXFA4,#N/A,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CSE1L,1434,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CST6,1474,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CYFIP1,23191,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDX17,10521,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DGKB,1607,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DHX36,170506,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DNAJB6,10049,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF6,3692,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ERP44,23071,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EXOSC5,56915,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GSDMD,79792,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HBS1L,10767,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HNRNPF,3185,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HS2ST1,9653,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IARS2,55699,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IL17F,112744,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IL19,29949,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IMMT,10989,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MARCKS,4082,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MCAT,27349,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MOV10,4343,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPS16,51021,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NAIP,4671,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NCK2,8440,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NXF1,10482,Unknown,Unknown,ionizing radiation,Unknown,Unknown
OLA1,29789,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ORC4,5000,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PABPC4,8761,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PARS2,25973,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDIA2,64714,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDLIM7,9260,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PLS1,5357,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPA2,27068,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPP1R9B,84687,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRDX4,10549,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PREX2,80243,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PRPF4,9128,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMD6,9861,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMD9,5715,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RALGAPA1,253959,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBM10,8241,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBM8A,9939,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RHOG,391,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF135,84282,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL17,6139,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL22,6146,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL34,6164,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL6,6128,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPLP2,6181,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS7,6201,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SEC23B,10483,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SLC45A2,51151,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMARCD2,6603,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMC5,23137,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SMCHD1,23347,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNRNP70,6625,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNRPB,6628,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRSF3,6428,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRSF4,6429,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SSR4,6748,Unknown,Unknown,ionizing radiation,Unknown,Unknown
STAM,8027,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TAFAZZIN,6901,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TCERG1,10915,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TERF2IP,54386,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TFCP2,7024,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TMOD1,7111,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TNPO3,23534,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRA2B,6434,Unknown,Unknown,ionizing radiation,Unknown,Unknown
U2AF2,11338,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UBE2G2,7327,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UBQLN4,56893,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UBR4,23352,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UFM1,51569,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UGGT1,56886,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UQCRQ,27089,Unknown,Unknown,ionizing radiation,Unknown,Unknown
WDR26,80232,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZNF148,7707,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ABCF2,10061,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AGTPBP1,23287,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AK3,50808,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AP2A1,160,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ARIH2,10425,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASCC1,51008,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASCC3,10973,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ASIP,434,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATAD3A,55210,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATP5F1D,513,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATXN2L,11273,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CAPZA1,829,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CCNT1,904,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CENPA,1058,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CWC27,10283,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDHD2,23259,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DENR,8562,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DNAJB11,51726,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF5B,9669,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ELOB,6923,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ELP4,26610,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EPN2,22905,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EXOSC9,5393,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FAF2,23197,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FLAD1,80308,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GADD45G,10912,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GEMIN4,50628,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GGCT,79017,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GLRX3,10539,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GPA33,10223,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GRPEL1,80273,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HDGF,3068,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HSD17B12,51144,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IDH3G,3421,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IL37,27178,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KANSL1,284058,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KRT15,3866,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LGALS4,3960,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LIN7A,8825,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LMTK2,22853,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LRRC8A,56262,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAP1A,4130,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MED17,9440,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MEPE,56955,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPL44,65080,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPS7,51081,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRS2,57380,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MSRB1,51734,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYL12A,10627,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYL6,4637,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MYT1,4661,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NAGK,55577,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NBR1,4077,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NCAPG,64151,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NCBP1,4686,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NDUFB6,4712,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NOS1AP,9722,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NUP205,23165,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PAFAH1B2,5049,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDIA6,10130,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PDLIM5,10611,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PHF2,5253,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PIGT,51604,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PMS1,5378,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLR2D,5433,Unknown,Unknown,ionizing radiation,Unknown,Unknown
POLR3D,661,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPM1F,9647,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSME3,10197,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL12,6136,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL23,9349,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL23A,6147,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPL9,6133,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPN2,6185,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS11,6205,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RPS2,6187,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SCRIB,23513,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SEM1,7979,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SERPINB9,5272,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SNRPE,6635,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SPECC1L,23384,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRP68,6730,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SRP72,6731,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SUMO3,6612,Unknown,Unknown,ionizing radiation,Unknown,Unknown
SUN2,25777,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TACO1,51204,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TBCK,93627,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TEP1,7011,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TFB1M,51106,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TNFSF12,8742,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TRAPPC4,51399,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TSHZ3,57616,Unknown,Unknown,ionizing radiation,Unknown,Unknown
TSPYL1,7259,Unknown,Unknown,ionizing radiation,Unknown,Unknown
UAP1,6675,Unknown,Unknown,ionizing radiation,Unknown,Unknown
VPS18,57617,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ZC3H14,79882,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ACBD3,64746,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AFF1,4299,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AKAP8,10270,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ALYREF,10189,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ANAPC7,51434,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AP2A2,161,Unknown,Unknown,ionizing radiation,Unknown,Unknown
AP3S1,1176,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ARPC4,10093,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATG4A,115201,Unknown,Unknown,ionizing radiation,Unknown,Unknown
ATP1B3,483,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CAPZB,832,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CBX4,8535,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CETN1,1068,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CHAMP1,283489,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CTNNBL1,56259,Unknown,Unknown,ionizing radiation,Unknown,Unknown
CXCR6,10663,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DACT1,51339,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DDX46,9879,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DLX2,1746,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DNAJA3,9093,Unknown,Unknown,ionizing radiation,Unknown,Unknown
DSC1,1823,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EIF3G,8666,Unknown,Unknown,ionizing radiation,Unknown,Unknown
EXTL2,2135,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FASTKD2,22868,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FBXO3,26273,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FIP1L1,81608,Unknown,Unknown,ionizing radiation,Unknown,Unknown
FNTA,2339,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GAR1,54433,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GEN1,348654,Unknown,Unknown,ionizing radiation,Unknown,Unknown
GTF2H5,404672,Unknown,Unknown,ionizing radiation,Unknown,Unknown
HM13,81502,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IFT57,55081,Unknown,Unknown,ionizing radiation,Unknown,Unknown
IPO5,3843,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KCTD1,284252,Unknown,Unknown,ionizing radiation,Unknown,Unknown
KPNA6,23633,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LACTB,114294,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LSM2,57819,Unknown,Unknown,ionizing radiation,Unknown,Unknown
LSM4,25804,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAP4K1,11184,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MAT2B,27430,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MCM10,55388,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MPRIP,23164,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPL39,54148,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPS23,51649,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MRPS28,28957,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MSI2,124540,Unknown,Unknown,ionizing radiation,Unknown,Unknown
MTIF2,4528,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NANOG,79923,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NDUFB4,4710,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NEIL3,55247,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NEU3,10825,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NOLC1,9221,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NOP2,4839,Unknown,Unknown,ionizing radiation,Unknown,Unknown
NUP93,9688,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PALS1,64398,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPIE,10450,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PPIH,10465,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMD10,5716,Unknown,Unknown,ionizing radiation,Unknown,Unknown
PSMD5,5711,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RAB1B,81876,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBBP5,5929,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RBM14,10432,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RCN2,5955,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RIOK2,55781,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNF220,55182,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNGTT,8732,Unknown,Unknown,ionizing radiation,Unknown,Unknown
RNH1,6050,Unknown,Unknown,ionizing radiation,Unknown,Unknown
